crop_name,loc_id,year,yield
Grain maize,FRD21,2017,8.4
Grain maize,FRD21,2018,9.0
Grain maize,FRD21,2019,7.5
Grain maize,FRD21,2020,7.2
Grain maize,FRD22,1989,7.818
Grain maize,FRD22,1990,7.0
Grain maize,FRD22,1991,7.5
Grain maize,FRD22,1992,8.5
Grain maize,FRD22,1993,7.2
Grain maize,FRD22,1994,7.6
Grain maize,FRD22,1995,7.5
Grain maize,FRD22,1996,8.2
Grain maize,FRD22,1997,9.0
Grain maize,FRD22,1998,8.0
Grain maize,FRD22,1999,9.0
Grain maize,FRD22,2000,7.9
Grain maize,FRD22,2001,8.5
Grain maize,FRD22,2002,8.8
Grain maize,FRD22,2003,9.0
Grain maize,FRD22,2004,9.0
Grain maize,FRD22,2005,9.2
Grain maize,FRD22,2006,9.0
Grain maize,FRD22,2007,7.6
Grain maize,FRD22,2008,8.7
Grain maize,FRD22,2009,8.7
Grain maize,FRD22,2010,8.6
Grain maize,FRD22,2011,9.7
Grain maize,FRD22,2012,7.1
Grain maize,FRD22,2013,7.9
Grain maize,FRD22,2014,8.5
Grain maize,FRD22,2015,9.2
Grain maize,FRD22,2016,7.8
Grain maize,FRD22,2017,8.0
Grain maize,FRD22,2018,8.5
Grain maize,FRD22,2019,8.2
Grain maize,FRD22,2020,8.4
Grain maize,FRE11,1989,7.5
Grain maize,FRE11,1990,5.5
Grain maize,FRE11,1991,8.0
Grain maize,FRE11,1992,8.7
Grain maize,FRE11,1993,8.1
Grain maize,FRE11,1994,7.5
Grain maize,FRE11,1995,7.9
Grain maize,FRE11,1996,8.0
Grain maize,FRE11,1997,10.4
Grain maize,FRE11,1998,7.838
Grain maize,FRE11,1999,9.8
Grain maize,FRE11,2000,9.0
Grain maize,FRE11,2001,8.5
Grain maize,FRE11,2002,8.4
Grain maize,FRE11,2003,9.4
Grain maize,FRE11,2004,9.1
Grain maize,FRE11,2005,9.4
Grain maize,FRE11,2006,10.0
Grain maize,FRE11,2007,10.0
Grain maize,FRE11,2008,10.0
Grain maize,FRE11,2009,10.3
Grain maize,FRE11,2010,10.4
Grain maize,FRE11,2011,10.5
Grain maize,FRE11,2012,9.3
Grain maize,FRE11,2013,9.1
Grain maize,FRE11,2014,11.2
Grain maize,FRE11,2015,9.2
Grain maize,FRE11,2016,7.601
Grain maize,FRE11,2017,10.0
Grain maize,FRE11,2018,8.5
Grain maize,FRE11,2019,9.1
Grain maize,FRE11,2020,8.5
Grain maize,FRE12,1989,7.0
Grain maize,FRE12,1990,5.0
Grain maize,FRE12,1991,6.0
Grain maize,FRE12,1992,8.0
Grain maize,FRE12,1993,8.0
Grain maize,FRE12,1994,7.0
Grain maize,FRE12,1995,7.5
Grain maize,FRE12,1996,8.0
Grain maize,FRE12,1997,8.9
Grain maize,FRE12,1998,8.38
Grain maize,FRE12,1999,8.99
Grain maize,FRE12,2000,8.0
Grain maize,FRE12,2001,8.5
Grain maize,FRE12,2002,7.6
Grain maize,FRE12,2003,8.8
Grain maize,FRE12,2004,9.4
Grain maize,FRE12,2005,9.0
Grain maize,FRE12,2006,9.8
Grain maize,FRE12,2007,9.7
Grain maize,FRE12,2008,10.0
Grain maize,FRE12,2009,10.3
Grain maize,FRE12,2010,9.6
Grain maize,FRE12,2011,10.2
Grain maize,FRE12,2012,9.3
Grain maize,FRE12,2013,9.1
Grain maize,FRE12,2014,11.2
Grain maize,FRE12,2015,9.0
Grain maize,FRE12,2016,7.891
Grain maize,FRE12,2017,10.0
Grain maize,FRE12,2018,8.58
Grain maize,FRE12,2019,9.1
Grain maize,FRE12,2020,8.5
Grain maize,FRE21,1989,7.4
Grain maize,FRE21,1990,6.0
Grain maize,FRE21,1991,7.3
Grain maize,FRE21,1992,8.3
Grain maize,FRE21,1993,8.1
Grain maize,FRE21,1994,7.5
Grain maize,FRE21,1995,7.6
Grain maize,FRE21,1996,7.8
Grain maize,FRE21,1997,9.3
Grain maize,FRE21,1998,8.521
Grain maize,FRE21,1999,9.932
Grain maize,FRE21,2000,9.475
Grain maize,FRE21,2001,8.738
Grain maize,FRE21,2002,8.89
Grain maize,FRE21,2003,8.626
Grain maize,FRE21,2004,10.198
Grain maize,FRE21,2005,9.212
Grain maize,FRE21,2006,8.738
Grain maize,FRE21,2007,9.8
Grain maize,FRE21,2008,9.535
Grain maize,FRE21,2009,9.636
Grain maize,FRE21,2010,9.348
Grain maize,FRE21,2011,10.241
Grain maize,FRE21,2012,9.0
Grain maize,FRE21,2013,9.0
Grain maize,FRE21,2014,10.2
Grain maize,FRE21,2015,8.8
Grain maize,FRE21,2016,7.723
Grain maize,FRE21,2017,10.092
Grain maize,FRE21,2018,8.33
Grain maize,FRE21,2019,8.76
Grain maize,FRE21,2020,6.67
Grain maize,FRE22,1989,6.675
Grain maize,FRE22,1990,4.2
Grain maize,FRE22,1991,6.7
Grain maize,FRE22,1992,8.3
Grain maize,FRE22,1993,8.0
Grain maize,FRE22,1994,7.4
Grain maize,FRE22,1995,7.5
Grain maize,FRE22,1996,8.3
Grain maize,FRE22,1997,9.3
Grain maize,FRE22,1998,8.461
Grain maize,FRE22,1999,9.536
Grain maize,FRE22,2000,9.654
Grain maize,FRE22,2001,8.907
Grain maize,FRE22,2002,8.639
Grain maize,FRE22,2003,7.656
Grain maize,FRE22,2004,9.506
Grain maize,FRE22,2005,8.53
Grain maize,FRE22,2006,8.793
Grain maize,FRE22,2007,9.302
Grain maize,FRE22,2008,9.213
Grain maize,FRE22,2009,9.413
Grain maize,FRE22,2010,9.123
Grain maize,FRE22,2011,10.228
Grain maize,FRE22,2012,8.7
Grain maize,FRE22,2013,9.0
Grain maize,FRE22,2014,9.8
Grain maize,FRE22,2015,8.3
Grain maize,FRE22,2016,7.224
Grain maize,FRE22,2017,10.044
Grain maize,FRE22,2018,8.07
Grain maize,FRE22,2019,8.54
Grain maize,FRE22,2020,7.07
Grain maize,FRE23,1989,6.739
Grain maize,FRE23,1990,4.3
Grain maize,FRE23,1991,7.1
Grain maize,FRE23,1992,8.3
Grain maize,FRE23,1993,8.0
Grain maize,FRE23,1994,7.7
Grain maize,FRE23,1995,7.8
Grain maize,FRE23,1996,8.3
Grain maize,FRE23,1997,9.4
Grain maize,FRE23,1998,8.511
Grain maize,FRE23,1999,9.909
Grain maize,FRE23,2000,9.036
Grain maize,FRE23,2001,8.941
Grain maize,FRE23,2002,8.994
Grain maize,FRE23,2003,9.334
Grain maize,FRE23,2004,9.591
Grain maize,FRE23,2005,9.745
Grain maize,FRE23,2006,9.373
Grain maize,FRE23,2007,9.03
Grain maize,FRE23,2008,9.508
Grain maize,FRE23,2009,9.508
Grain maize,FRE23,2010,9.017
Grain maize,FRE23,2011,10.021
Grain maize,FRE23,2012,9.3
Grain maize,FRE23,2013,9.3
Grain maize,FRE23,2014,10.3
Grain maize,FRE23,2015,8.9
Grain maize,FRE23,2016,7.415
Grain maize,FRE23,2017,10.103
Grain maize,FRE23,2018,8.34
Grain maize,FRE23,2019,8.82
Grain maize,FRE23,2020,8.44
Grain maize,FRF11,1989,9.5
Grain maize,FRF11,1990,7.6
Grain maize,FRF11,1991,8.4
Grain maize,FRF11,1992,9.0
Grain maize,FRF11,1993,9.8
Grain maize,FRF11,1994,9.3
Grain maize,FRF11,1995,9.1
Grain maize,FRF11,1996,9.0
Grain maize,FRF11,1997,9.8
Grain maize,FRF11,1998,9.068
Grain maize,FRF11,1999,10.428
Grain maize,FRF11,2000,10.929
Grain maize,FRF11,2001,9.0
Grain maize,FRF11,2002,10.3
Grain maize,FRF11,2003,8.4
Grain maize,FRF11,2004,10.0
Grain maize,FRF11,2005,10.2
Grain maize,FRF11,2006,8.5
Grain maize,FRF11,2007,10.511
Grain maize,FRF11,2008,10.801
Grain maize,FRF11,2009,10.98
Grain maize,FRF11,2010,9.982
Grain maize,FRF11,2011,11.8
Grain maize,FRF11,2012,11.874
Grain maize,FRF11,2013,9.202
Grain maize,FRF11,2014,11.174
Grain maize,FRF11,2015,9.261
Grain maize,FRF11,2016,10.242
Grain maize,FRF11,2017,11.648
Grain maize,FRF11,2018,10.03
Grain maize,FRF11,2019,9.94
Grain maize,FRF11,2020,9.34
Grain maize,FRF12,1989,9.7
Grain maize,FRF12,1990,9.0
Grain maize,FRF12,1991,9.5
Grain maize,FRF12,1992,9.0
Grain maize,FRF12,1993,10.1
Grain maize,FRF12,1994,9.4
Grain maize,FRF12,1995,8.9
Grain maize,FRF12,1996,9.4
Grain maize,FRF12,1997,10.198
Grain maize,FRF12,1998,10.105
Grain maize,FRF12,1999,10.092
Grain maize,FRF12,2000,11.027
Grain maize,FRF12,2001,9.8
Grain maize,FRF12,2002,10.1
Grain maize,FRF12,2003,8.8
Grain maize,FRF12,2004,10.7
Grain maize,FRF12,2005,10.5
Grain maize,FRF12,2006,10.0
Grain maize,FRF12,2007,10.8
Grain maize,FRF12,2008,11.013
Grain maize,FRF12,2009,11.386
Grain maize,FRF12,2010,10.105
Grain maize,FRF12,2011,12.5
Grain maize,FRF12,2012,12.144
Grain maize,FRF12,2013,10.43
Grain maize,FRF12,2014,12.022
Grain maize,FRF12,2015,11.181
Grain maize,FRF12,2016,10.546
Grain maize,FRF12,2017,12.017
Grain maize,FRF12,2018,11.95
Grain maize,FRF12,2019,11.87
Grain maize,FRF12,2020,12.04
Grain maize,FRF21,1989,7.9
Grain maize,FRF21,1990,7.1
Grain maize,FRF21,1991,8.3
Grain maize,FRF21,1992,8.8
Grain maize,FRF21,1993,8.9
Grain maize,FRF21,1994,8.4
Grain maize,FRF21,1995,8.1
Grain maize,FRF21,1996,8.2
Grain maize,FRF21,1997,9.4
Grain maize,FRF21,1998,8.4
Grain maize,FRF21,1999,9.7
Grain maize,FRF21,2000,9.5
Grain maize,FRF21,2001,8.5
Grain maize,FRF21,2002,8.5
Grain maize,FRF21,2003,8.8
Grain maize,FRF21,2004,9.8
Grain maize,FRF21,2005,9.7
Grain maize,FRF21,2006,9.3
Grain maize,FRF21,2007,9.1
Grain maize,FRF21,2008,9.1
Grain maize,FRF21,2009,9.5
Grain maize,FRF21,2010,9.06
Grain maize,FRF21,2011,9.85
Grain maize,FRF21,2012,9.21
Grain maize,FRF21,2013,8.44
Grain maize,FRF21,2014,10.18
Grain maize,FRF21,2015,9.29
Grain maize,FRF21,2016,9.67
Grain maize,FRF21,2017,10.7
Grain maize,FRF21,2018,7.85
Grain maize,FRF21,2019,8.3
Grain maize,FRF21,2020,7.0
Grain maize,FRF22,1989,7.5
Grain maize,FRF22,1990,6.0
Grain maize,FRF22,1991,6.7
Grain maize,FRF22,1992,7.6
Grain maize,FRF22,1993,8.7
Grain maize,FRF22,1994,8.0
Grain maize,FRF22,1995,6.5
Grain maize,FRF22,1996,7.2
Grain maize,FRF22,1997,9.5
Grain maize,FRF22,1998,7.1
Grain maize,FRF22,1999,8.8
Grain maize,FRF22,2000,9.8
Grain maize,FRF22,2001,8.9
Grain maize,FRF22,2002,8.6
Grain maize,FRF22,2003,6.6
Grain maize,FRF22,2004,8.5
Grain maize,FRF22,2005,8.7
Grain maize,FRF22,2006,7.6
Grain maize,FRF22,2007,9.67
Grain maize,FRF22,2008,8.554
Grain maize,FRF22,2009,9.268
Grain maize,FRF22,2010,8.92
Grain maize,FRF22,2011,10.0
Grain maize,FRF22,2012,8.45
Grain maize,FRF22,2013,6.653
Grain maize,FRF22,2014,10.03
Grain maize,FRF22,2015,4.84
Grain maize,FRF22,2016,5.3
Grain maize,FRF22,2017,10.55
Grain maize,FRF22,2018,6.5
Grain maize,FRF22,2019,6.5
Grain maize,FRF22,2020,6.49
Grain maize,FRF23,1989,7.6
Grain maize,FRF23,1990,6.5
Grain maize,FRF23,1991,6.9
Grain maize,FRF23,1992,8.6
Grain maize,FRF23,1993,8.3
Grain maize,FRF23,1994,8.1
Grain maize,FRF23,1995,7.5
Grain maize,FRF23,1996,7.9
Grain maize,FRF23,1997,9.4
Grain maize,FRF23,1998,8.3
Grain maize,FRF23,1999,9.3
Grain maize,FRF23,2000,9.8
Grain maize,FRF23,2001,8.8
Grain maize,FRF23,2002,8.5
Grain maize,FRF23,2003,6.4
Grain maize,FRF23,2004,9.2
Grain maize,FRF23,2005,8.9
Grain maize,FRF23,2006,7.6
Grain maize,FRF23,2007,10.0
Grain maize,FRF23,2008,8.8
Grain maize,FRF23,2009,9.3
Grain maize,FRF23,2010,8.7
Grain maize,FRF23,2011,9.52
Grain maize,FRF23,2012,9.23
Grain maize,FRF23,2013,7.705
Grain maize,FRF23,2014,9.93
Grain maize,FRF23,2015,6.57
Grain maize,FRF23,2016,7.5
Grain maize,FRF23,2017,10.4
Grain maize,FRF23,2018,7.0
Grain maize,FRF23,2019,6.9
Grain maize,FRF23,2020,6.99
Grain maize,FRF24,1989,7.0
Grain maize,FRF24,1990,7.0
Grain maize,FRF24,1991,6.2
Grain maize,FRF24,1992,8.5
Grain maize,FRF24,1993,8.0
Grain maize,FRF24,1994,6.9
Grain maize,FRF24,1995,6.5
Grain maize,FRF24,1996,6.7
Grain maize,FRF24,1997,7.6
Grain maize,FRF24,1998,6.3
Grain maize,FRF24,1999,7.3
Grain maize,FRF24,2000,7.4
Grain maize,FRF24,2001,7.51
Grain maize,FRF24,2002,8.1
Grain maize,FRF24,2003,5.5
Grain maize,FRF24,2004,9.4
Grain maize,FRF24,2005,8.7
Grain maize,FRF24,2006,6.5
Grain maize,FRF24,2007,8.7
Grain maize,FRF24,2008,7.9
Grain maize,FRF24,2009,8.9
Grain maize,FRF24,2010,7.7
Grain maize,FRF24,2011,9.6
Grain maize,FRF24,2012,8.08
Grain maize,FRF24,2013,6.56
Grain maize,FRF24,2014,9.41
Grain maize,FRF24,2015,5.09
Grain maize,FRF24,2016,7.13
Grain maize,FRF24,2017,9.6
Grain maize,FRF24,2018,5.5
Grain maize,FRF24,2019,5.0
Grain maize,FRF24,2020,4.93
Grain maize,FRF31,1989,7.5
Grain maize,FRF31,1990,5.0
Grain maize,FRF31,1991,5.0
Grain maize,FRF31,1992,7.5
Grain maize,FRF31,1993,7.8
Grain maize,FRF31,1994,7.3
Grain maize,FRF31,1995,6.8
Grain maize,FRF31,1996,6.5
Grain maize,FRF31,1997,8.2
Grain maize,FRF31,1998,7.0
Grain maize,FRF31,1999,8.486
Grain maize,FRF31,2000,9.0
Grain maize,FRF31,2001,7.0
Grain maize,FRF31,2002,7.3
Grain maize,FRF31,2003,5.5
Grain maize,FRF31,2004,9.0
Grain maize,FRF31,2005,8.0
Grain maize,FRF31,2006,6.5
Grain maize,FRF31,2007,7.549
Grain maize,FRF31,2008,7.4
Grain maize,FRF31,2009,9.0
Grain maize,FRF31,2010,8.599
Grain maize,FRF31,2011,10.166
Grain maize,FRF31,2012,7.34
Grain maize,FRF31,2013,7.2
Grain maize,FRF31,2014,9.5
Grain maize,FRF31,2015,4.9
Grain maize,FRF31,2016,6.5
Grain maize,FRF31,2017,9.75
Grain maize,FRF31,2018,6.0
Grain maize,FRF31,2019,5.5
Grain maize,FRF31,2020,5.0
Grain maize,FRF32,1989,7.2
Grain maize,FRF32,1990,5.0
Grain maize,FRF32,1991,6.4
Grain maize,FRF32,1992,7.5
Grain maize,FRF32,1993,8.0
Grain maize,FRF32,1994,7.5
Grain maize,FRF32,1995,7.5
Grain maize,FRF32,1996,7.5
Grain maize,FRF32,1997,7.7
Grain maize,FRF32,1998,7.0
Grain maize,FRF32,1999,8.5
Grain maize,FRF32,2000,9.0
Grain maize,FRF32,2001,7.3
Grain maize,FRF32,2002,7.8
Grain maize,FRF32,2003,6.66
Grain maize,FRF32,2004,8.959
Grain maize,FRF32,2005,8.2
Grain maize,FRF32,2006,7.0
Grain maize,FRF32,2007,9.449
Grain maize,FRF32,2008,8.1
Grain maize,FRF32,2009,9.0
Grain maize,FRF32,2010,8.263
Grain maize,FRF32,2011,10.249
Grain maize,FRF32,2012,7.899
Grain maize,FRF32,2013,7.3
Grain maize,FRF32,2014,10.0
Grain maize,FRF32,2015,5.8
Grain maize,FRF32,2016,6.58
Grain maize,FRF32,2017,10.35
Grain maize,FRF32,2018,6.0
Grain maize,FRF32,2019,5.4
Grain maize,FRF32,2020,5.5
Grain maize,FRF33,1989,7.0
Grain maize,FRF33,1990,5.0
Grain maize,FRF33,1991,5.0
Grain maize,FRF33,1992,7.0
Grain maize,FRF33,1993,7.5
Grain maize,FRF33,1994,7.5
Grain maize,FRF33,1995,6.5
Grain maize,FRF33,1996,6.5
Grain maize,FRF33,1997,7.7
Grain maize,FRF33,1998,6.5
Grain maize,FRF33,1999,7.7
Grain maize,FRF33,2000,8.202
Grain maize,FRF33,2001,6.3
Grain maize,FRF33,2002,7.7
Grain maize,FRF33,2003,5.4
Grain maize,FRF33,2004,8.5
Grain maize,FRF33,2005,7.9
Grain maize,FRF33,2006,7.0
Grain maize,FRF33,2007,9.245
Grain maize,FRF33,2008,8.0
Grain maize,FRF33,2009,9.0
Grain maize,FRF33,2010,7.874
Grain maize,FRF33,2011,9.448
Grain maize,FRF33,2012,8.387
Grain maize,FRF33,2013,7.2
Grain maize,FRF33,2014,9.6
Grain maize,FRF33,2015,5.3
Grain maize,FRF33,2016,7.06
Grain maize,FRF33,2017,9.65
Grain maize,FRF33,2018,6.0
Grain maize,FRF33,2019,6.0
Grain maize,FRF33,2020,5.2
Grain maize,FRF34,1989,5.5
Grain maize,FRF34,1990,5.0
Grain maize,FRF34,1991,4.5
Grain maize,FRF34,1992,7.0
Grain maize,FRF34,1993,7.5
Grain maize,FRF34,1994,6.5
Grain maize,FRF34,1995,5.0
Grain maize,FRF34,1996,6.7
Grain maize,FRF34,1997,8.0
Grain maize,FRF34,1998,6.0
Grain maize,FRF34,1999,8.0
Grain maize,FRF34,2000,8.5
Grain maize,FRF34,2001,6.5
Grain maize,FRF34,2002,7.5
Grain maize,FRF34,2003,0.0
Grain maize,FRF34,2004,8.0
Grain maize,FRF34,2005,7.5
Grain maize,FRF34,2006,0.0
Grain maize,FRF34,2007,8.34
Grain maize,FRF34,2008,8.5
Grain maize,FRF34,2009,9.0
Grain maize,FRF34,2010,8.51
Grain maize,FRF34,2011,8.75
Grain maize,FRF34,2012,7.5
Grain maize,FRF34,2013,6.0
Grain maize,FRF34,2014,8.3
Grain maize,FRF34,2015,5.0
Grain maize,FRF34,2016,5.46
Grain maize,FRF34,2017,9.7
Grain maize,FRF34,2018,5.0
Grain maize,FRF34,2019,5.0
Grain maize,FRF34,2020,4.0
Grain maize,FRG01,1989,4.583
Grain maize,FRG01,1990,5.1
Grain maize,FRG01,1991,6.1
Grain maize,FRG01,1992,7.0
Grain maize,FRG01,1993,6.7
Grain maize,FRG01,1994,7.1
Grain maize,FRG01,1995,5.9
Grain maize,FRG01,1996,6.6
Grain maize,FRG01,1997,8.1
Grain maize,FRG01,1998,7.214
Grain maize,FRG01,1999,7.82
Grain maize,FRG01,2000,6.8
Grain maize,FRG01,2001,7.9
Grain maize,FRG01,2002,8.2
Grain maize,FRG01,2003,6.9
Grain maize,FRG01,2004,7.5
Grain maize,FRG01,2005,6.2
Grain maize,FRG01,2006,8.1
Grain maize,FRG01,2007,9.132
Grain maize,FRG01,2008,7.953
Grain maize,FRG01,2009,7.192
Grain maize,FRG01,2010,6.7
Grain maize,FRG01,2011,8.525
Grain maize,FRG01,2012,7.668
Grain maize,FRG01,2013,7.61
Grain maize,FRG01,2014,9.237
Grain maize,FRG01,2015,6.629
Grain maize,FRG01,2016,6.263
Grain maize,FRG01,2017,8.498
Grain maize,FRG01,2018,8.53
Grain maize,FRG01,2019,6.3
Grain maize,FRG01,2020,7.3
Grain maize,FRG02,1989,4.405
Grain maize,FRG02,1990,3.6
Grain maize,FRG02,1991,5.8
Grain maize,FRG02,1992,7.1
Grain maize,FRG02,1993,6.6
Grain maize,FRG02,1994,7.7
Grain maize,FRG02,1995,5.5
Grain maize,FRG02,1996,6.9
Grain maize,FRG02,1997,7.7
Grain maize,FRG02,1998,7.5
Grain maize,FRG02,1999,7.993
Grain maize,FRG02,2000,8.917
Grain maize,FRG02,2001,7.5
Grain maize,FRG02,2002,7.7
Grain maize,FRG02,2003,7.2
Grain maize,FRG02,2004,6.8
Grain maize,FRG02,2005,6.8
Grain maize,FRG02,2006,8.1
Grain maize,FRG02,2007,9.869
Grain maize,FRG02,2008,8.516
Grain maize,FRG02,2009,7.693
Grain maize,FRG02,2010,7.313
Grain maize,FRG02,2011,9.081
Grain maize,FRG02,2012,8.43
Grain maize,FRG02,2013,7.434
Grain maize,FRG02,2014,9.94
Grain maize,FRG02,2015,7.578
Grain maize,FRG02,2016,6.667
Grain maize,FRG02,2017,9.011
Grain maize,FRG02,2018,8.31
Grain maize,FRG02,2019,6.99
Grain maize,FRG02,2020,7.6
Grain maize,FRG03,1989,4.4
Grain maize,FRG03,1990,3.6
Grain maize,FRG03,1991,4.9
Grain maize,FRG03,1992,6.7
Grain maize,FRG03,1993,6.0
Grain maize,FRG03,1994,7.8
Grain maize,FRG03,1995,5.5
Grain maize,FRG03,1996,5.7
Grain maize,FRG03,1997,7.5
Grain maize,FRG03,1998,7.43
Grain maize,FRG03,1999,7.627
Grain maize,FRG03,2000,8.141
Grain maize,FRG03,2001,8.3
Grain maize,FRG03,2002,8.2
Grain maize,FRG03,2003,7.0
Grain maize,FRG03,2004,8.0
Grain maize,FRG03,2005,7.2
Grain maize,FRG03,2006,8.1
Grain maize,FRG03,2007,8.143
Grain maize,FRG03,2008,7.292
Grain maize,FRG03,2009,6.979
Grain maize,FRG03,2010,6.966
Grain maize,FRG03,2011,9.247
Grain maize,FRG03,2012,8.132
Grain maize,FRG03,2013,7.088
Grain maize,FRG03,2014,9.519
Grain maize,FRG03,2015,7.967
Grain maize,FRG03,2016,6.627
Grain maize,FRG03,2017,8.899
Grain maize,FRG03,2018,8.3
Grain maize,FRG03,2019,7.54
Grain maize,FRG03,2020,7.9
Grain maize,FRG04,1989,5.5
Grain maize,FRG04,1990,4.7
Grain maize,FRG04,1991,5.4
Grain maize,FRG04,1992,6.5
Grain maize,FRG04,1993,6.9
Grain maize,FRG04,1994,8.2
Grain maize,FRG04,1995,6.9
Grain maize,FRG04,1996,7.0
Grain maize,FRG04,1997,8.3
Grain maize,FRG04,1998,7.509
Grain maize,FRG04,1999,8.232
Grain maize,FRG04,2000,8.44
Grain maize,FRG04,2001,8.3
Grain maize,FRG04,2002,8.9
Grain maize,FRG04,2003,8.2
Grain maize,FRG04,2004,8.4
Grain maize,FRG04,2005,8.3
Grain maize,FRG04,2006,7.9
Grain maize,FRG04,2007,9.52
Grain maize,FRG04,2008,8.715
Grain maize,FRG04,2009,7.574
Grain maize,FRG04,2010,8.408
Grain maize,FRG04,2011,9.451
Grain maize,FRG04,2012,8.248
Grain maize,FRG04,2013,7.818
Grain maize,FRG04,2014,10.15
Grain maize,FRG04,2015,8.299
Grain maize,FRG04,2016,6.975
Grain maize,FRG04,2017,10.049
Grain maize,FRG04,2018,9.2
Grain maize,FRG04,2019,8.81
Grain maize,FRG04,2020,7.8
Grain maize,FRG05,1989,6.8
Grain maize,FRG05,1990,6.2
Grain maize,FRG05,1991,7.8
Grain maize,FRG05,1992,8.7
Grain maize,FRG05,1993,7.8
Grain maize,FRG05,1994,8.5
Grain maize,FRG05,1995,8.5
Grain maize,FRG05,1996,8.1
Grain maize,FRG05,1997,9.4
Grain maize,FRG05,1998,9.018
Grain maize,FRG05,1999,9.588
Grain maize,FRG05,2000,9.414
Grain maize,FRG05,2001,9.9
Grain maize,FRG05,2002,9.8
Grain maize,FRG05,2003,8.4
Grain maize,FRG05,2004,9.4
Grain maize,FRG05,2005,7.8
Grain maize,FRG05,2006,8.9
Grain maize,FRG05,2007,10.97
Grain maize,FRG05,2008,9.978
Grain maize,FRG05,2009,8.987
Grain maize,FRG05,2010,9.412
Grain maize,FRG05,2011,10.512
Grain maize,FRG05,2012,9.558
Grain maize,FRG05,2013,8.666
Grain maize,FRG05,2014,10.684
Grain maize,FRG05,2015,9.169
Grain maize,FRG05,2016,8.333
Grain maize,FRG05,2017,9.296
Grain maize,FRG05,2018,9.5
Grain maize,FRG05,2019,8.33
Grain maize,FRG05,2020,8.39
Grain maize,FRH01,1989,5.0
Grain maize,FRH01,1990,5.9
Grain maize,FRH01,1991,6.8
Grain maize,FRH01,1992,8.5
Grain maize,FRH01,1993,6.8
Grain maize,FRH01,1994,7.3
Grain maize,FRH01,1995,8.0
Grain maize,FRH01,1996,7.4
Grain maize,FRH01,1997,9.0
Grain maize,FRH01,1998,7.5
Grain maize,FRH01,1999,8.7
Grain maize,FRH01,2000,7.5
Grain maize,FRH01,2001,8.3
Grain maize,FRH01,2002,8.0
Grain maize,FRH01,2003,7.3
Grain maize,FRH01,2004,8.7
Grain maize,FRH01,2005,8.1
Grain maize,FRH01,2006,8.003
Grain maize,FRH01,2007,7.503
Grain maize,FRH01,2008,7.505
Grain maize,FRH01,2009,9.005
Grain maize,FRH01,2010,7.906
Grain maize,FRH01,2011,9.1
Grain maize,FRH01,2012,8.5
Grain maize,FRH01,2013,7.502
Grain maize,FRH01,2014,9.2
Grain maize,FRH01,2015,8.702
Grain maize,FRH01,2016,7.473
Grain maize,FRH01,2017,9.57
Grain maize,FRH01,2018,9.73
Grain maize,FRH01,2019,8.83
Grain maize,FRH01,2020,9.04
Grain maize,FRH02,1989,4.5
Grain maize,FRH02,1990,5.5
Grain maize,FRH02,1991,6.8
Grain maize,FRH02,1992,6.7
Grain maize,FRH02,1993,5.5
Grain maize,FRH02,1994,6.6
Grain maize,FRH02,1995,7.5
Grain maize,FRH02,1996,6.2
Grain maize,FRH02,1997,8.2
Grain maize,FRH02,1998,7.4
Grain maize,FRH02,1999,8.0
Grain maize,FRH02,2000,7.2
Grain maize,FRH02,2001,8.401
Grain maize,FRH02,2002,6.602
Grain maize,FRH02,2003,7.002
Grain maize,FRH02,2004,8.402
Grain maize,FRH02,2005,9.101
Grain maize,FRH02,2006,7.702
Grain maize,FRH02,2007,7.203
Grain maize,FRH02,2008,7.206
Grain maize,FRH02,2009,8.906
Grain maize,FRH02,2010,8.605
Grain maize,FRH02,2011,9.1
Grain maize,FRH02,2012,7.861
Grain maize,FRH02,2013,8.103
Grain maize,FRH02,2014,9.5
Grain maize,FRH02,2015,8.502
Grain maize,FRH02,2016,7.481
Grain maize,FRH02,2017,9.553
Grain maize,FRH02,2018,9.35
Grain maize,FRH02,2019,9.01
Grain maize,FRH02,2020,9.32
Grain maize,FRH03,1989,5.2
Grain maize,FRH03,1990,5.2
Grain maize,FRH03,1991,6.5
Grain maize,FRH03,1992,8.3
Grain maize,FRH03,1993,6.9
Grain maize,FRH03,1994,7.4
Grain maize,FRH03,1995,7.4
Grain maize,FRH03,1996,6.4
Grain maize,FRH03,1997,9.0
Grain maize,FRH03,1998,7.9
Grain maize,FRH03,1999,7.5
Grain maize,FRH03,2000,8.2
Grain maize,FRH03,2001,8.2
Grain maize,FRH03,2002,7.7
Grain maize,FRH03,2003,6.8
Grain maize,FRH03,2004,8.2
Grain maize,FRH03,2005,7.8
Grain maize,FRH03,2006,7.903
Grain maize,FRH03,2007,9.003
Grain maize,FRH03,2008,9.004
Grain maize,FRH03,2009,9.306
Grain maize,FRH03,2010,7.608
Grain maize,FRH03,2011,9.7
Grain maize,FRH03,2012,8.95
Grain maize,FRH03,2013,8.408
Grain maize,FRH03,2014,9.6
Grain maize,FRH03,2015,8.702
Grain maize,FRH03,2016,7.408
Grain maize,FRH03,2017,9.647
Grain maize,FRH03,2018,8.7
Grain maize,FRH03,2019,8.64
Grain maize,FRH03,2020,8.77
Grain maize,FRH04,1989,4.5
Grain maize,FRH04,1990,5.5
Grain maize,FRH04,1991,6.8
Grain maize,FRH04,1992,7.8
