IDREGION,FYEAR,DEKAD,FAPAR
FRL06,2016,33,38.32948103559162
FRL06,2016,34,36.77006218723494
FRL06,2016,35,35.34954946017006
FRL06,2016,36,34.21114435264283
FRL06,2017,1,33.29499559290772
FRL06,2017,2,32.79732802388203
FRL06,2017,3,32.82489453380038
FRL06,2017,4,33.55889064139612
FRL06,2017,5,35.00643440306552
FRL06,2017,6,36.83085571626948
FRL06,2017,7,38.5420022895226
FRL06,2017,8,41.01548171978294
FRL06,2017,9,43.75721809212384
FRL06,2017,10,46.76261471128267
FRL06,2017,11,48.83534773848037
FRL06,2017,12,49.97849878282107
FRL06,2017,13,50.42407020500194
FRL06,2017,14,50.16879900670476
FRL06,2017,15,49.26158085166119
FRL06,2017,16,47.62407071859801
FRL06,2017,17,45.8604930603842
FRL06,2017,18,44.22826910176602
FRL06,2017,19,42.76003721391788
FRL06,2017,20,41.5099548986702
FRL06,2017,21,40.37876114874682
FRL06,2017,22,39.361892485350346
FRL06,2017,23,38.66234649654758
FRL06,2017,24,38.23456425948236
FRL06,2017,25,37.93496376384904
FRL06,2017,26,37.70427543118
FRL06,2017,27,37.36923774751328
FRL06,2017,28,36.97948382148864
FRL06,2017,29,36.370090853944845
FRL06,2017,30,35.41670278827115
FRL06,2017,31,33.99360144177908
FRL06,2017,32,32.385583191789046
FRL06,2017,33,30.520561013982903
FRL06,2017,34,28.668649451997364
FRL06,2017,35,27.136470058898244
FRL06,2017,36,26.2661096270475
FRL06,2018,1,26.25036886231528
FRL06,2018,2,27.010127413438465
FRL06,2018,3,28.00713099687923
FRL06,2018,4,29.14618022836607
FRL06,2018,5,30.07651216506088
FRL06,2018,6,31.06821537806086
FRL06,2018,7,32.07704582748631
FRL06,2018,8,33.91729124346034
FRL06,2018,9,36.43639391266761
FRL06,2018,10,39.88907151648852
FRL06,2018,11,43.32207361850973
FRL06,2018,12,46.593178915517065
FRL06,2018,13,49.17625721458673
FRL06,2018,14,50.7644644973461
FRL06,2018,15,51.26522768227265
FRL06,2018,16,50.86060237931991
FRL06,2018,17,49.88166487694209
FRL06,2018,18,48.537759120250655
FRL06,2018,19,47.07755868712578
FRL06,2018,20,45.868739283672255
FRL06,2018,21,45.277345655036406
FRL06,2018,22,45.43526414985958
FRL06,2018,23,46.233431882938085
FRL06,2018,24,47.15551985512639
FRL06,2018,25,47.69449399569901
FRL06,2018,26,47.477572159925096
FRL06,2018,27,46.96754124950444
FRL06,2018,28,46.43063721496985
FRL06,2018,29,46.045630022257086
FRL06,2018,30,45.61506834924631
FRL06,2018,31,44.71903987794094
FRL06,2018,32,43.614331935413794
FRL06,2018,33,42.41142469343115
FRL06,2018,34,41.0686504082564
FRL06,2018,35,39.64650690630016
FRL06,2018,36,38.31630750387854
FRL06,2019,1,37.12049015226109
FRL06,2019,2,36.1271355789528
FRL06,2019,3,35.32198888601971
FRL06,2019,4,34.73751856962107
FRL06,2019,5,34.596425367199174
FRL06,2019,6,35.05320396088841
FRL06,2019,7,35.70212479266698
FRL06,2019,8,36.997957840721234
FRL06,2019,9,38.601227502946784
FRL06,2019,10,40.6838459680327
FRL06,2019,11,42.720503488099226
FRL06,2019,12,44.55998313539134
FRL06,2019,13,45.96363837092484
FRL06,2019,14,46.58050928456321
FRL06,2019,15,46.418914299052574
FRL06,2019,16,45.5567842604464
FRL06,2019,17,44.52123165141656
FRL06,2019,18,43.61345481239925
FRL06,2019,19,42.94035012050016
FRL06,2019,20,42.37515002059815
FRL06,2019,21,41.84689991415015
FRL06,2019,22,41.31123135988088
FRL06,2019,23,40.906650836061445
FRL06,2019,24,40.75022326575221
FRL06,2019,25,40.85595247567122
FRL06,2019,26,41.2407726340519
FRL06,2019,27,41.9380939215996
FRL06,2019,28,42.83934833625398
FRL06,2019,29,43.67079442186834
FRL06,2019,30,44.218164787720745
FRL06,2019,31,44.06042015818489
FRL06,2019,32,43.00385304623999
FRL06,2019,33,41.394758993410086
FRL06,2019,34,39.7548712439671
FRL06,2019,35,38.50932009986845
FRL06,2019,36,37.83001831353904
FRL06,2020,1,37.53311875967783
FRL06,2020,2,37.393186373782825
FRL06,2020,3,37.42729090651267
FRL06,2020,4,37.777323051688825
FRL06,2020,5,38.4137162907998
FRL06,2020,6,39.14286468409426
FRL06,2020,7,39.898559575821146
FRL06,2020,8,40.91468625499897
FRL06,2020,9,42.05646148088966
FRL06,2020,10,43.559141750381855
FRL06,2020,11,44.99365413752998
FRL06,2020,12,46.376829501687965
FRL06,2020,13,47.513278611268575
FRL06,2020,14,48.24175889318587
FRL06,2020,15,48.462639354907935
FRL06,2020,16,48.10102364150817
FRL06,2020,17,47.447526059061786
FRL06,2020,18,46.55562505861912
FRL06,2020,19,45.483056875441015
FRL06,2020,20,44.28769759177691
FRL06,2020,21,43.17623051895966
FRL06,2020,22,42.24043157198667
FRL06,2020,23,41.75804300849536
FRL06,2020,24,41.77161229896468
FRL06,2020,25,42.25363990488584
FRL06,2020,26,43.02328347667818
FRL06,2020,27,43.95129974660217
FRL06,2020,28,44.96341472503632
FRL06,2020,29,45.52806551783167
FRL06,2020,30,45.44656220846916
FRL06,2020,31,44.72903502632476
FRL06,2020,32,43.5639283768741
FRL06,2020,33,41.96703555638367
FRL06,2020,34,40.18700276606755
FRL06,2020,35,38.48553459521251
FRL06,2020,36,37.250950641134686
FRL06,2021,1,36.65389099714372
FRL06,2021,2,36.77167028870267
FRL06,2021,3,37.30321415699821
FRL06,2021,4,38.45401283347857
FRL06,2021,5,39.69667542739019
FRL06,2021,6,40.87859411830202
FRL06,2021,7,41.65855594644553
FRL06,2021,8,42.47718598172532
FRL06,2021,9,43.1939237779537
FRL06,2021,10,43.95691345926167
FRL06,2021,11,44.77177374732506
FRL06,2021,12,45.80852637365045
FRL06,2021,13,46.93450470423014
FRL06,2021,14,47.69301760277924
FRL06,2021,15,47.94813254697336
FRL06,2021,16,47.63497574197495
FRL06,2021,17,46.953114632894405
FRL06,2021,18,46.16965972335744
FRL06,2021,19,45.444753300360816
FRL06,2021,20,44.87435922275547
FRL06,2021,21,44.40136815609369
FRL06,2021,22,44.083468551400586
FRL06,2021,23,43.874001544229614
FRL06,2021,24,43.7974148990556
FRL06,2021,25,44.10690867921825
FRL06,2021,26,44.792530110063744
FRL06,2021,27,45.88304335620779
FRL06,2021,28,47.102953703856784
FRL06,2021,29,47.79564729634037
FRL06,2021,30,47.51573865876362
FRL06,2021,31,46.13257232985894
FRL06,2021,32,44.137570384975554
FRL06,2021,33,41.80535238291859
FRL06,2021,34,39.46406614666854
FRL06,2021,35,37.6038715475102
FRL06,2021,36,36.19071441174726
FRL06,2022,1,35.31007544949528
FRL06,2022,2,34.914517916236335
FRL06,2022,3,34.78863944750381
FRL06,2022,4,34.935559964075225
FRL06,2022,5,35.39739720989794
FRL06,2022,6,36.12115679577933
FRL06,2022,7,36.85617839306989
FRL06,2022,8,37.92857901310046
FRL06,2022,9,39.33843493266947
FRL06,2022,10,41.373356007773225
FRL06,2022,11,43.45996948153631
FRL06,2022,12,45.42131147506635
FRL06,2022,13,46.65636015337245
FRL06,2022,14,46.72910683213434
FRL06,2022,15,45.76697072488099
FRL06,2022,16,44.215531089611645
FRL06,2022,17,42.64171446894201
FRL06,2022,18,41.41709239469822
FRL06,2022,19,40.4181178886385
FRL06,2022,20,39.43117290811972
FRL06,2022,21,38.64740093675984
FRL06,2022,22,38.35823172708288
FRL06,2022,23,38.76895003905276
FRL06,2022,24,39.86193393679685
FRL06,2022,25,41.54213350560581
FRL06,2022,26,43.20998078211062
FRL06,2022,27,44.745900538182326
FRL06,2022,28,45.7990502250588
FRL06,2022,29,46.2967508991912
FRL06,2022,30,46.25475344358158
FRL06,2022,31,45.525817752177744
FRL06,2022,32,44.19491529133848
FRL06,2022,33,42.28928295892128
FRL06,2022,34,39.953999606388834
FRL06,2022,35,37.73445443914465
FRL06,2022,36,36.38957581139497
FRG05,2000,15,63.73741554614405
FRG05,2000,19,60.215163486127
FRG05,2000,21,59.20666357340858
FRG05,2000,22,58.10659937294956
FRG05,2000,23,56.733089898781934
FRG05,2000,24,55.17949272217109
FRG05,2000,25,53.6505126803234
FRG05,2000,26,52.21031153342569
FRG05,2000,27,51.31241464559198
FRG05,2000,28,50.91323400586557
FRG05,2000,29,51.16340263726622
FRG05,2000,30,51.42289071138347
FRG05,2000,31,52.06090476595734
FRG05,2000,32,52.11016707267877
FRG05,2000,33,52.28207972725961
FRG05,2000,34,52.60169828519328
FRG05,2000,35,53.018932197747525
FRG05,2000,36,53.65235092948994
FRG05,2001,1,54.12701841133054
FRG05,2001,2,54.53866328622699
FRG05,2001,3,55.176427084664994
FRG05,2001,4,55.90356017049783
FRG05,2001,5,56.257039783287695
FRG05,2001,6,56.59068813516544
FRG05,2001,7,56.671662690424085
FRG05,2001,8,57.47749252571119
FRG05,2001,9,58.444588198732376
FRG05,2001,10,59.71561781383086
FRG05,2001,11,60.87509743759541
FRG05,2001,12,61.41929977759754
FRG05,2001,13,61.85991111039157
FRG05,2001,14,61.88392544163128
FRG05,2001,15,61.70741706963664
FRG05,2001,16,61.16170682460067
FRG05,2001,17,61.11137196226922
FRG05,2001,18,61.12040959852533
FRG05,2001,19,62.42869362229105
FRG05,2001,20,64.10140970024074
FRG05,2001,21,65.39645638819394
FRG05,2001,22,66.67481651124861
FRG05,2001,23,66.9480359351512
FRG05,2001,24,66.22311758561133
FRG05,2001,25,64.34506260637183
FRG05,2001,26,61.94925543734141
FRG05,2001,27,59.75211653759894
FRG05,2001,28,58.50189099412754
FRG05,2001,29,57.77848579757648
FRG05,2001,30,58.10295294003944
FRG05,2001,31,58.50871516891781
FRG05,2001,32,58.121237694818966
FRG05,2001,33,57.15485632350011
FRG05,2001,34,55.49176424684126
FRG05,2001,35,53.78912248683949
FRG05,2001,36,52.60553952678486
FRG05,2002,1,51.50410953041158
FRG05,2002,2,51.52683676130695
FRG05,2002,3,52.97287148893196
FRG05,2002,4,55.93499691315698
FRG05,2002,5,59.41229523475556
FRG05,2002,6,62.56123860414668
FRG05,2002,7,64.59759161422899
FRG05,2002,8,66.80637761669108
FRG05,2002,9,68.60260457731604
FRG05,2002,10,69.88038855603799
FRG05,2002,11,70.41465419157248
FRG05,2002,12,70.25115785074804
FRG05,2002,13,69.7170249471815
FRG05,2002,14,68.60753938019968
FRG05,2002,15,66.8296765618643
FRG05,2002,16,64.63321948037228
FRG05,2002,17,62.26460064537725
FRG05,2002,18,59.72569056967895
FRG05,2002,19,58.06186989053538
FRG05,2002,20,57.28797655199966
FRG05,2002,21,57.298728905995546
FRG05,2002,22,58.29367860793974
FRG05,2002,23,59.8099371492129
FRG05,2002,24,61.10768558832758
FRG05,2002,25,61.57745656359999
FRG05,2002,26,60.761268043485885
FRG05,2002,27,58.97992077039304
FRG05,2002,28,56.88055855435607
FRG05,2002,29,55.32534997004162
FRG05,2002,30,54.517126356800986
FRG05,2002,31,54.26377127524014
FRG05,2002,32,54.2579580419506
FRG05,2002,33,53.99466202360623
FRG05,2002,34,53.48514835028416
FRG05,2002,35,52.91196762388917
FRG05,2002,36,52.69325505438711
FRG05,2003,1,52.49176152151959
FRG05,2003,2,52.08916221752
FRG05,2003,3,51.70976515668821
FRG05,2003,4,51.86508201741271
FRG05,2003,5,52.704284908934135
FRG05,2003,6,54.52579415183635
FRG05,2003,7,56.60936572880596
FRG05,2003,8,59.5816586146843
FRG05,2003,9,62.47183155383964
FRG05,2003,10,65.07124620749296
FRG05,2003,11,66.24105757011475
FRG05,2003,12,66.17007023877646
FRG05,2003,13,65.41312616585347
FRG05,2003,14,64.35816364542129
FRG05,2003,15,63.207643880106495
FRG05,2003,16,61.526621912501
FRG05,2003,17,59.88147785466803
FRG05,2003,18,58.18753864852062
FRG05,2003,19,56.77660425966667
FRG05,2003,20,55.74520088985712
FRG05,2003,21,54.87960750136316
FRG05,2003,22,52.90256854564604
FRG05,2003,23,49.67557807756497
FRG05,2003,24,45.96336036109237
FRG05,2003,25,42.7388038355754
FRG05,2003,26,41.14771754692586
FRG05,2003,27,41.56638694462355
FRG05,2003,28,43.32083092950125
FRG05,2003,29,46.06213406665007
FRG05,2003,30,48.73949133106769
FRG05,2003,31,50.85903260402151
FRG05,2003,32,52.05358015728648
FRG05,2003,33,53.04084357530546
FRG05,2003,34,54.20736172873099
FRG05,2003,35,55.50759427268888
FRG05,2003,36,56.94022778431552
FRG05,2004,1,58.676152813635326
FRG05,2004,2,60.61933773295857
FRG05,2004,3,62.7657782663942
FRG05,2004,4,64.73900760843333
FRG05,2004,5,65.85477474263726
FRG05,2004,6,66.45386349819479
FRG05,2004,7,67.03490199353084
FRG05,2004,8,67.95574989770333
FRG05,2004,9,69.24240131048246
FRG05,2004,10,70.66908853678761
FRG05,2004,11,71.70490935139502
FRG05,2004,12,71.91880881488143
FRG05,2004,13,71.25763057432815
FRG05,2004,14,69.62641326465967
FRG05,2004,15,66.91487166715103
FRG05,2004,16,62.89626008161326
FRG05,2004,17,58.91261173343898
FRG05,2004,18,55.40315583476557
FRG05,2004,19,53.00290015668424
FRG05,2004,20,51.946558047737696
FRG05,2004,21,51.95372946059597
FRG05,2004,22,52.86617027364775
FRG05,2004,23,54.37742499798441
FRG05,2004,24,55.85946990552407
FRG05,2004,25,56.216385603271725
FRG05,2004,26,54.92211816411053
FRG05,2004,27,53.02540027876707
FRG05,2004,28,51.581958111131456
FRG05,2004,29,50.99135974036329
FRG05,2004,30,51.17669394873311
FRG05,2004,31,51.76333244320932
FRG05,2004,32,52.24110839462829
FRG05,2004,33,52.37912947544022
FRG05,2004,34,52.64897333573045
FRG05,2004,35,53.55851323705178
FRG05,2004,36,54.677346553774925
FRG05,2005,1,56.45737572657397
FRG05,2005,2,58.62573683854549
FRG05,2005,3,60.85301775338703
FRG05,2005,4,62.63670491945815
FRG05,2005,5,63.67907686291424
FRG05,2005,6,64.5021362712121
FRG05,2005,7,65.23369936461401
FRG05,2005,8,66.66533648837655
FRG05,2005,9,68.83762879895744
FRG05,2005,10,71.34846025341501
FRG05,2005,11,72.96809278266203
FRG05,2005,12,73.35977224869285
FRG05,2005,13,72.18097949460784
FRG05,2005,14,69.50891636340785
FRG05,2005,15,66.06846594926661
FRG05,2005,16,61.938152943072176
FRG05,2005,17,58.18713236320495
FRG05,2005,18,55.04935984048149
FRG05,2005,19,52.72082096175428
FRG05,2005,20,50.97038799614177
FRG05,2005,21,49.26784722449577
FRG05,2005,22,47.41347128381855
FRG05,2005,23,45.15904494684635
FRG05,2005,24,42.62027067861925
FRG05,2005,25,39.79445336911509
FRG05,2005,26,37.85903313040793
FRG05,2005,27,37.06220848037019
FRG05,2005,28,37.828762686296336
FRG05,2005,29,40.05198795042889
FRG05,2005,30,43.228888824973694
FRG05,2005,31,47.02353857361872
FRG05,2005,32,49.4693820736281
FRG05,2005,33,50.26045235385427
FRG05,2005,34,49.686240988958126
FRG05,2005,35,48.91772752717088
FRG05,2005,36,48.77932528454454
FRG05,2006,1,49.043430769127774
FRG05,2006,2,49.865169417012446
FRG05,2006,3,50.91390170709674
FRG05,2006,4,52.02439341223939
FRG05,2006,5,53.09651482324915
FRG05,2006,6,54.788930018159206
FRG05,2006,7,56.620589285824174
FRG05,2006,8,59.75504701319054
FRG05,2006,9,63.53803164444314
FRG05,2006,10,67.52966079699736
FRG05,2006,11,69.95714150507594
FRG05,2006,12,70.9018594279259
FRG05,2006,13,70.29876037559431
FRG05,2006,14,68.30717636567006
FRG05,2006,15,65.25174344934915
FRG05,2006,16,61.32754223848305
FRG05,2006,17,57.83104357081076
FRG05,2006,18,54.56637377908891
FRG05,2006,19,51.934016241400094
FRG05,2006,20,49.923905918458495
FRG05,2006,21,48.44254201273768
FRG05,2006,22,47.625026528920046
FRG05,2006,23,47.736907030452535
FRG05,2006,24,48.65448029671229
FRG05,2006,25,50.29423196900737
FRG05,2006,26,52.2390294479556
FRG05,2006,27,54.71615589642664
FRG05,2006,28,57.41163901312669
FRG05,2006,29,59.827465254859725
FRG05,2006,30,61.53539067618344
FRG05,2006,31,62.27764033163366
FRG05,2006,32,62.26892506743059
FRG05,2006,33,61.90966551744744
FRG05,2006,34,61.29752466696714
FRG05,2006,35,60.243355006806574
FRG05,2006,36,59.44198010016091
FRG05,2007,1,59.25958170824776
FRG05,2007,2,60.09158481563842
FRG05,2007,3,61.61096313974031
FRG05,2007,4,63.66567316525611
FRG05,2007,5,65.59034208171222
FRG05,2007,6,67.5040705123075
FRG05,2007,7,69.05172096034502
FRG05,2007,8,70.82610235777597
FRG05,2007,9,72.46029936976952
FRG05,2007,10,73.75475191451878
FRG05,2007,11,74.23794597533195
FRG05,2007,12,73.48009122234335
FRG05,2007,13,71.50643192983826
FRG05,2007,14,68.87154509734297
FRG05,2007,15,66.03505840551814
FRG05,2007,16,62.98872786746207
FRG05,2007,17,61.02026097221008
FRG05,2007,18,59.936655648444834
FRG05,2007,19,59.86740490601224
FRG05,2007,20,60.51151497512165
FRG05,2007,21,61.47031863626992
FRG05,2007,22,62.27812915293868
FRG05,2007,23,62.37283923593784
FRG05,2007,24,61.77685150726681
FRG05,2007,25,60.18198453824345
FRG05,2007,26,57.60282098676998
FRG05,2007,27,54.432384582295086
FRG05,2007,28,51.37411651479409
FRG05,2007,29,48.70774586220752
FRG05,2007,30,46.321862933674055
FRG05,2007,31,43.88921437583362
FRG05,2007,32,41.94179778386098
FRG05,2007,33,40.55077236135056
FRG05,2007,34,40.221469355540464
FRG05,2007,35,40.81704787249381
FRG05,2007,36,41.959524342814085
FRG05,2008,1,43.4802582074252
FRG05,2008,2,45.64009715787484
FRG05,2008,3,48.56763654017452
FRG05,2008,4,52.01181887640004
FRG05,2008,5,55.07947692399603
FRG05,2008,6,58.2563186505653
FRG05,2008,7,61.12384920872678
FRG05,2008,8,64.19623791352797
FRG05,2008,9,67.01610721175327
FRG05,2008,10,69.63796247765168
FRG05,2008,11,71.23337306025016
FRG05,2008,12,72.08963835930874
FRG05,2008,13,72.36907194055506
FRG05,2008,14,71.62510954940232
FRG05,2008,15,69.71484350852211
FRG05,2008,16,66.44725405012724
FRG05,2008,17,63.06237113248283
FRG05,2008,18,59.92939902961057
FRG05,2008,19,57.81414389737824
FRG05,2008,20,56.69776046018023
FRG05,2008,21,56.72083412361941
FRG05,2008,22,57.96761787239546
FRG05,2008,23,59.44198840372533
FRG05,2008,24,60.556255367410046
FRG05,2008,25,61.14095667115481
FRG05,2008,26,60.95671243987728
FRG05,2008,27,60.00508370846202
FRG05,2008,28,58.68112941069668
FRG05,2008,29,57.25239491690392
FRG05,2008,30,55.6675535376708
FRG05,2008,31,53.75516941180135
FRG05,2008,32,52.1147062356475
FRG05,2008,33,50.811090316080495
FRG05,2008,34,49.92969817954655
FRG05,2008,35,49.29554775404375
FRG05,2008,36,48.92357609448805
FRG05,2009,1,48.64538321373006
FRG05,2009,2,48.87412377243697
FRG05,2009,3,49.646846208491766
FRG05,2009,4,51.03491198203236
FRG05,2009,5,52.90748454696395
FRG05,2009,6,55.32455011734578
FRG05,2009,7,57.6230545174212
FRG05,2009,8,60.9671728512985
FRG05,2009,9,64.21070676571105
FRG05,2009,10,67.29747138397603
FRG05,2009,11,69.48322198377159
FRG05,2009,12,70.5899354985606
FRG05,2009,13,70.69844313527142
FRG05,2009,14,69.9231448562094
FRG05,2009,15,68.35355027481113
FRG05,2009,16,65.89334792370124
FRG05,2009,17,63.14105208896729
FRG05,2009,18,60.32255277843017
FRG05,2009,19,57.70363330606487
FRG05,2009,20,55.59148260780745
FRG05,2009,21,53.80000482204938
FRG05,2009,22,51.6083269224717
FRG05,2009,23,49.407582920318646
FRG05,2009,24,47.08923856498325
FRG05,2009,25,44.85645649668247
FRG05,2009,26,43.5869408680008
FRG05,2009,27,43.35911976215821
FRG05,2009,28,44.14577095683481
FRG05,2009,29,45.635986241249576
FRG05,2009,30,47.32212760148333
FRG05,2009,31,49.09435598040532
FRG05,2009,32,50.43591580642469
FRG05,2009,33,51.55688711152382
FRG05,2009,34,52.40893909984215
FRG05,2009,35,52.89145291866112
FRG05,2009,36,52.96713014662068
FRG05,2010,1,52.5557225721989
FRG05,2010,2,51.95529319379247
FRG05,2010,3,51.44452495562281
FRG05,2010,4,51.13949386401869
FRG05,2010,5,51.37816935822516
FRG05,2010,6,52.20610507814686
FRG05,2010,7,53.557964022462144
FRG05,2010,8,56.01570195010443
FRG05,2010,9,59.31378844490786
FRG05,2010,10,63.190901167440366
FRG05,2010,11,65.86560510624413
FRG05,2010,12,67.07876797643709
FRG05,2010,13,67.17028314301089
FRG05,2010,14,66.40125673455941
FRG05,2010,15,65.10382400789084
FRG05,2010,16,63.1857339604893
FRG05,2010,17,61.14473403057495
FRG05,2010,18,58.71034321714933
FRG05,2010,19,55.98632379349768
FRG05,2010,20,53.13734286822826
FRG05,2010,21,50.54081572871681
FRG05,2010,22,48.170109476544695
FRG05,2010,23,46.572536018384056
FRG05,2010,24,45.656276640615744
FRG05,2010,25,45.056739741024856
FRG05,2010,26,44.93633428172535
FRG05,2010,27,45.89913438685516
FRG05,2010,28,47.94690774842896
FRG05,2010,29,50.43441803158805
FRG05,2010,30,52.60718583156551
FRG05,2010,31,54.29029465493625
FRG05,2010,32,54.8866569319874
FRG05,2010,33,54.49576820837534
FRG05,2010,34,52.93425084864716
FRG05,2010,35,51.27834670411836
FRG05,2010,36,50.16178447998154
FRG05,2011,1,50.05636991081686
FRG05,2011,2,51.247077639696826
FRG05,2011,3,53.18068783085621
FRG05,2011,4,55.69938871549683
FRG05,2011,5,58.45600908873688
FRG05,2011,6,61.560180599810494
FRG05,2011,7,64.18115998410337
FRG05,2011,8,67.57164703839472
FRG05,2011,9,70.85872725366926
FRG05,2011,10,73.65571426081043
FRG05,2011,11,74.63978146310762
FRG05,2011,12,73.58986616533082
FRG05,2011,13,70.59131556285885
FRG05,2011,14,66.35926684000954
FRG05,2011,15,61.78165523946998
FRG05,2011,16,57.27429819595015
FRG05,2011,17,54.30085953336503
FRG05,2011,18,52.51923115052785
FRG05,2011,19,52.01283033624833
FRG05,2011,20,52.943205351811855
FRG05,2011,21,54.87300019025319
FRG05,2011,22,57.047081066747246
FRG05,2011,23,58.3217541183444
FRG05,2011,24,58.583553102578136
FRG05,2011,25,57.76968575317485
FRG05,2011,26,56.45822209025907
FRG05,2011,27,55.14343901440034
FRG05,2011,28,54.19214822302575
FRG05,2011,29,53.74797044165832
FRG05,2011,30,54.1589382184561
FRG05,2011,31,55.40304494240126
FRG05,2011,32,57.15267783847986
FRG05,2011,33,58.89509028282471
FRG05,2011,34,60.42975294320132
FRG05,2011,35,61.8968235687594
FRG05,2011,36,63.51510006402336
FRG05,2012,1,65.37183949424015
FRG05,2012,2,66.58604652066127
FRG05,2012,3,66.72987717453766
FRG05,2012,4,65.6264714124857
FRG05,2012,5,64.14127827920103
FRG05,2012,6,63.61201973083815
FRG05,2012,7,64.34717600848879
FRG05,2012,8,66.46077014529588
FRG05,2012,9,69.4117399273503
FRG05,2012,10,72.15875344895095
FRG05,2012,11,73.59762280144855
FRG05,2012,12,73.92163978778717
FRG05,2012,13,73.45452562336953
FRG05,2012,14,71.9279405282055
FRG05,2012,15,69.48425136147105
FRG05,2012,16,66.23934991766558
FRG05,2012,17,63.50604084722297
FRG05,2012,18,61.38367421612052
FRG05,2012,19,60.23149905472147
FRG05,2012,20,59.71416312397277
FRG05,2012,21,59.35739536460972
FRG05,2012,22,58.31407854695165
FRG05,2012,23,56.51564573266366
FRG05,2012,24,54.20890003137078
FRG05,2012,25,51.57947903331011
FRG05,2012,26,49.63899641830483
FRG05,2012,27,48.87326198113098
FRG05,2012,28,49.47124761501877
FRG05,2012,29,50.884339325269536
FRG05,2012,30,52.69791061414335
FRG05,2012,31,53.88805969910333
FRG05,2012,32,53.92056661392824
FRG05,2012,33,53.24681312577566
FRG05,2012,34,52.36712435050744
FRG05,2012,35,51.62369414054699
FRG05,2012,36,51.25041418942879
FRG05,2013,1,51.41213948599045
FRG05,2013,2,52.31224271886056
FRG05,2013,3,53.84991316212084
FRG05,2013,4,56.12898111966379
FRG05,2013,5,58.07663414523778
FRG05,2013,6,59.35454110367479
FRG05,2013,7,59.95008234842506
FRG05,2013,8,60.91449674129749
FRG05,2013,9,62.35529035284421
FRG05,2013,10,64.39907535818104
FRG05,2013,11,66.44412246911496
FRG05,2013,12,67.87701542103363
FRG05,2013,13,68.18630353247616
FRG05,2013,14,67.54981532851147
FRG05,2013,15,66.52098594509523
FRG05,2013,16,65.25406194662655
FRG05,2013,17,64.32158694532478
FRG05,2013,18,63.54038521501754
FRG05,2013,19,62.815054341997794
FRG05,2013,20,61.88831714010252
FRG05,2013,21,61.00419950722824
FRG05,2013,22,59.86737299930616
FRG05,2013,23,58.30826718288265
FRG05,2013,24,56.289165994132944
FRG05,2013,25,54.4665018546013
FRG05,2013,26,53.4945811047835
FRG05,2013,27,53.61737170665523
FRG05,2013,28,55.01453115694222
FRG05,2013,29,56.92280027131506
FRG05,2013,30,58.68006534182145
FRG05,2013,31,60.18256916240715
FRG05,2013,32,60.7967146431265
FRG05,2013,33,60.40414096004498
FRG05,2013,34,59.239619513541385
FRG05,2013,35,57.85178368363713
FRG05,2013,36,57.03990088615455
FRG05,2014,1,57.16155749162967
FRG05,2014,2,58.002666577168405
FRG05,2014,3,59.1369989934108
FRG05,2014,4,60.41387476210792
FRG05,2014,5,61.70221533866376
FRG05,2014,6,63.478443284673766
FRG05,2014,7,65.14663393845873
FRG05,2014,8,67.40929188917274
FRG05,2014,9,69.75128742651987
FRG05,2014,10,72.1143207009284
FRG05,2014,11,73.25730367579335
FRG05,2014,12,72.90533614645821
FRG05,2014,13,71.4128771263352
FRG05,2014,14,69.31330301286863
FRG05,2014,15,66.95153089992368
FRG05,2014,16,64.20719989074631
FRG05,2014,17,61.81756046360207
FRG05,2014,18,59.9613483473842
FRG05,2014,19,59.1628579868155
FRG05,2014,20,59.46760665468032
FRG05,2014,21,60.28618919399237
FRG05,2014,22,61.45081681588404
FRG05,2014,23,62.42430795640689
FRG05,2014,24,62.78950857710596
FRG05,2014,25,62.02843660901495
FRG05,2014,26,60.28304372707732
FRG05,2014,27,58.30539538467557
FRG05,2014,28,56.882078856180776
FRG05,2014,29,56.53607302292619
FRG05,2014,30,56.949715071344976
FRG05,2014,31,57.457116929146665
FRG05,2014,32,57.6361521621059
FRG05,2014,33,57.706767787978336
FRG05,2014,34,57.94148016321401
FRG05,2014,35,58.67821081449836
FRG05,2014,36,59.792104846938
FRG05,2015,1,60.90306392556184
FRG05,2015,2,61.56891738432402
FRG05,2015,3,61.946650872098026
FRG05,2015,4,62.04426984834312
FRG05,2015,5,61.93001399692464
FRG05,2015,6,62.22019317349769
FRG05,2015,7,63.05068261135533
FRG05,2015,8,64.88555187416705
FRG05,2015,9,67.32831904451334
FRG05,2015,10,70.63460209153233
FRG05,2015,11,72.98846768162254
FRG05,2015,12,74.02668685587663
FRG05,2015,13,73.65404443726665
FRG05,2015,14,72.07178951104345
FRG05,2015,15,69.43902746483361
FRG05,2015,16,65.7560859502973
FRG05,2015,17,62.149167590320296
FRG05,2015,18,58.78557621668123
FRG05,2015,19,55.808750675539386
FRG05,2015,20,53.66703985815307
FRG05,2015,21,52.539738333721054
FRG05,2015,22,52.31599382372209
FRG05,2015,23,53.47800485162514
FRG05,2015,24,55.55229968288002
FRG05,2015,25,58.09438224028823
FRG05,2015,26,59.910513705004576
FRG05,2015,27,61.05277541679855
FRG05,2015,28,61.52502111761842
FRG05,2015,29,61.4426939081799
FRG05,2015,30,61.11773313508681
FRG05,2015,31,61.21548433820355
FRG05,2015,32,61.7364806753252
FRG05,2015,33,62.73648687273713
FRG05,2015,34,63.74697887078105
