adm_id,year,SM_WHC,avgTAVGp0,avgCWBp0,avgPRECp0,avgTAVGp1,avgPRECp1,avgTAVGp2,avgCWBp2,avgTAVGp3,avgPRECp3,avgCWBp4,Z-TAVGp1,Z-TMINp1,Z-PRECp1,Z+TAVGp1,Z+TMINp1,Z+PRECp1,Z-TAVGp3,Z-CWBp3,Z-PRECp3,Z-TMAXp3,Z+TAVGp3,Z+CWBp3,Z+PRECp3,Z+TMAXp3,avgFAPARp2,yield
KS_LYON,2010,14.341834859503392,3.19,-13.56,12.33,15.78,11.71,21.79,-171.12,27.08,42.19,-320.92,0.0,0.0,2.2,0.89,1.11,0.0,0.52,0.38,0.0,1.54,2.35,0.04,2.89,0.75,0.44,5.266
KS_LYON,2011,14.341834859503392,3.05,-10.88,14.53,14.28,20.41,22.25,-267.81,30.25,10.85,-590.99,0.37,0.37,1.43,0.33,0.56,0.4,0.0,4.05,1.68,0.0,6.13,0.0,0.0,5.31,0.43,2.744
KS_MARION,2000,13.82358846956713,5.89,-35.84,15.6,13.26,22.46,21.53,-223.38,26.67,10.74,-452.97,0.87,0.7,1.61,0.18,0.48,0.85,0.66,2.1,1.7,0.0,1.95,0.0,0.0,1.66,0.42,5.851
KS_MARION,2001,13.82358846956713,3.91,36.47,22.51,16.01,23.72,21.91,-59.75,29.09,13.51,-328.76,0.25,1.05,0.9,1.29,0.25,0.3,0.0,0.26,1.86,0.0,4.56,0.3,0.57,2.85,0.44,4.64
KS_MARION,2002,13.82358846956713,5.2,-84.23,10.01,14.62,24.74,21.75,-283.01,27.81,14.02,-540.68,0.81,1.02,0.8,0.97,1.44,0.35,0.0,3.01,1.22,0.38,2.83,0.0,0.0,2.27,0.42,3.901
KS_MARION,2003,13.82358846956713,3.79,-47.57,13.05,14.42,23.07,21.34,-227.37,28.8,4.02,-550.77,0.76,1.16,0.82,0.79,0.87,0.14,0.0,2.62,2.68,0.0,4.16,0.0,0.0,3.18,0.45,4.64
KS_MARION,2004,13.82358846956713,4.61,-3.42,19.05,13.55,40.4,21.25,-138.49,25.18,33.37,-361.13,0.7,0.99,1.5,0.2,0.42,3.14,1.71,0.7,1.08,0.14,0.98,0.0,2.68,0.6,0.46,8.675
KS_MARION,2005,13.82358846956713,5.55,-1.16,15.17,13.93,10.94,21.46,-253.68,26.91,14.62,-552.84,0.71,0.75,2.3,0.44,0.34,0.0,0.12,3.13,1.6,0.0,1.72,0.0,0.47,2.11,0.45,5.246
KS_MARION,2006,13.82358846956713,7.52,-126.44,6.69,17.1,20.48,23.05,-460.06,28.78,11.05,-843.27,0.0,0.0,2.12,1.72,1.26,1.09,0.0,6.84,1.65,0.0,4.14,0.0,0.0,3.33,0.4,3.766
KS_MARION,2007,13.82358846956713,4.41,-35.98,15.96,11.86,25.76,21.31,-100.22,26.85,24.39,-222.79,2.22,2.16,0.71,0.65,0.76,0.39,0.0,0.0,0.98,1.02,1.53,0.82,1.28,0.49,0.47,7.196
KS_MARION,2008,13.82358846956713,3.39,-19.55,21.44,11.62,36.4,21.07,-173.69,27.04,15.86,-439.14,1.86,1.47,1.24,0.14,0.31,2.35,0.0,1.83,0.95,0.0,1.78,0.0,0.0,1.51,0.47,6.053
KS_MARION,2010,13.82358846956713,3.7,-35.48,10.47,16.04,14.13,21.92,-232.46,27.18,36.87,-420.99,0.0,0.0,2.02,1.05,0.88,0.15,0.6,1.5,0.1,1.74,2.57,0.0,2.22,1.01,0.45,6.295
KS_MARION,2011,13.82358846956713,3.77,-48.05,9.91,14.83,13.11,22.72,-384.7,30.72,6.49,-747.92,0.2,0.1,2.01,0.49,0.68,0.0,0.0,6.11,2.32,0.0,6.75,0.0,0.0,5.89,0.38,1.742
KS_MARSHALL,2000,14.274614080584426,4.62,-48.82,12.09,12.42,15.98,20.92,-282.42,26.17,13.66,-520.98,1.33,1.37,1.63,0.11,0.19,0.0,0.92,3.19,1.42,1.04,1.53,0.0,0.14,1.59,0.43,7.532
KS_MARSHALL,2001,14.274614080584426,1.27,53.24,21.9,14.49,28.87,20.77,30.86,27.4,22.11,-156.61,0.58,1.85,0.8,0.66,0.0,0.9,0.0,0.0,1.26,0.0,2.26,2.13,1.22,1.66,0.45,7.936
KS_MARSHALL,2002,14.274614080584426,3.24,-59.82,10.28,13.05,24.79,21.26,-265.23,27.78,11.25,-569.37,1.56,1.76,0.64,0.74,0.54,0.19,0.0,3.42,1.62,0.0,2.79,0.0,0.0,2.44,0.39,2.354
KS_MARSHALL,2003,14.274614080584426,2.11,-43.21,11.95,13.21,29.9,20.89,-220.61,26.94,5.63,-563.89,1.05,1.5,0.33,0.34,0.4,0.57,0.0,3.11,2.44,0.87,1.65,0.0,0.0,2.21,0.45,2.421
KS_MARSHALL,2004,14.274614080584426,2.81,-3.91,17.28,13.06,22.67,20.34,-153.05,24.24,34.13,-365.23,0.91,1.58,1.41,0.09,0.04,0.67,2.52,0.43,0.93,1.0,0.51,0.09,2.64,0.28,0.49,9.751
KS_MARSHALL,2005,14.274614080584426,3.99,-11.96,13.79,13.4,17.32,20.89,-253.5,26.42,25.36,-513.32,0.98,1.42,1.45,0.37,0.0,0.0,0.17,2.85,0.66,0.21,1.11,0.0,1.1,1.86,0.45,8.003
KS_MARSHALL,2006,14.274614080584426,5.41,-81.18,9.26,15.28,29.14,21.88,-337.92,27.7,8.64,-687.01,0.34,0.44,1.93,0.92,1.08,2.06,0.09,4.87,2.0,0.0,2.77,0.0,0.0,3.31,0.42,5.649
KS_MARSHALL,2007,14.274614080584426,2.48,-22.04,13.91,11.01,27.65,21.01,-128.94,26.44,12.77,-351.39,2.59,2.98,1.14,0.48,0.47,1.08,0.0,0.82,1.75,0.56,0.98,0.0,0.35,0.55,0.43,7.667
KS_MARSHALL,2008,14.274614080584426,1.01,-26.11,16.49,9.85,34.13,20.46,-168.02,26.33,23.29,-435.28,2.83,2.38,0.91,0.0,0.0,1.71,0.0,1.68,0.42,0.0,0.82,0.0,0.56,1.55,0.46,9.146
KS_MARSHALL,2010,14.274614080584426,1.64,-2.53,13.04,14.81,27.1,20.94,-105.29,26.37,35.95,-279.62,0.14,0.2,1.83,0.42,0.66,1.69,0.69,0.07,0.03,1.66,1.56,0.4,2.01,0.41,0.46,6.927
KS_MARSHALL,2011,14.274614080584426,1.82,-39.05,10.36,12.83,24.45,21.14,-286.29,29.07,9.71,-607.41,1.06,0.82,1.12,0.09,0.06,0.63,0.0,3.89,1.85,0.0,4.52,0.0,0.0,4.45,0.45,7.593
KS_MCPHERSON,2000,13.815601581182236,4.49,-28.22,18.23,9.07,22.12,19.17,-168.7,26.82,19.87,-450.3,3.32,1.76,1.14,0.0,0.0,0.34,0.79,1.62,1.22,0.87,2.28,0.0,0.85,2.01,0.42,9.012
KS_MCPHERSON,2001,13.815601581182236,1.53,29.23,21.44,9.89,28.15,19.51,-35.79,27.7,2.51,-338.31,3.32,3.14,1.14,0.51,0.0,1.14,0.41,0.19,2.9,1.43,3.09,0.69,0.0,2.42,0.41,8.608
KS_MCPHERSON,2002,13.815601581182236,2.49,-57.68,6.3,5.45,5.11,18.05,-276.32,27.57,6.84,-595.45,5.59,6.1,3.08,0.0,0.0,0.0,0.0,3.23,2.27,0.53,2.5,0.0,0.0,0.78,0.38,9.415
KS_MCPHERSON,2003,13.815601581182236,0.9,-36.46,12.39,7.0,21.35,19.02,-219.12,29.03,2.9,-615.03,4.62,5.1,2.29,0.0,0.0,1.38,0.0,3.36,2.84,0.0,4.48,0.0,0.0,3.66,0.42,8.743
KS_MCPHERSON,2004,13.815601581182236,1.71,-11.24,16.28,9.44,33.16,18.29,-146.44,25.15,18.73,-419.22,3.09,2.51,0.9,0.0,0.0,1.57,1.84,1.36,1.07,1.34,1.07,0.0,0.54,0.49,0.43,12.374
KS_MCPHERSON,2005,13.815601581182236,2.84,6.13,12.12,7.81,17.87,18.27,-209.2,27.29,15.14,-581.07,4.11,3.2,2.08,0.0,0.0,0.7,0.02,2.98,1.49,0.0,2.14,0.0,0.44,1.82,0.44,10.626
KS_MCPHERSON,2006,13.815601581182236,5.28,-105.45,6.38,10.09,17.5,20.41,-429.56,27.82,10.88,-862.48,2.85,2.51,1.66,0.16,0.07,0.24,0.0,6.65,1.68,0.0,2.84,0.0,0.0,2.63,0.38,8.406
KS_MCPHERSON,2007,13.815601581182236,1.89,-29.14,9.83,11.36,28.97,18.19,-75.52,25.35,23.73,-233.48,2.35,2.53,1.56,0.47,1.28,1.67,1.01,0.0,1.33,2.47,0.51,1.36,1.52,0.0,0.43,10.222
KS_MCPHERSON,2008,13.815601581182236,1.15,-27.9,13.53,6.79,20.64,18.35,-185.9,27.22,13.98,-524.33,4.75,4.49,1.0,0.0,0.0,0.0,0.0,2.86,1.22,0.0,2.02,0.0,0.0,1.8,0.41,10.827
KS_MCPHERSON,2010,13.815601581182236,0.11,-22.68,8.58,7.46,19.64,18.46,-206.81,26.88,27.15,-429.32,4.33,4.24,1.14,0.0,0.0,0.0,0.62,1.79,1.08,1.76,2.19,0.0,1.77,0.78,0.37,8.359
KS_MCPHERSON,2011,13.815601581182236,0.7,-32.0,8.76,7.57,9.51,19.37,-336.23,29.55,2.4,-797.54,4.26,3.65,2.49,0.0,0.0,0.0,0.0,6.14,2.91,0.0,5.18,0.0,0.0,5.46,0.33,6.133
KS_MEADE,2000,12.737074957066474,5.25,-89.75,10.91,8.61,43.08,17.53,-241.02,25.63,11.05,-492.04,3.61,2.27,0.61,0.0,0.0,2.61,1.66,2.52,1.65,0.46,1.55,0.0,0.0,1.17,0.28,12.845
KS_MEADE,2001,12.737074957066474,2.74,-14.4,15.84,10.16,17.14,19.21,-223.24,27.82,5.73,-549.99,3.32,2.37,1.53,0.68,0.0,0.05,0.0,3.07,2.43,0.05,2.83,0.0,0.0,2.0,0.28,12.172
KS_MEADE,2002,12.737074957066474,3.54,-92.34,4.95,6.86,1.79,18.11,-446.81,26.18,14.0,-798.98,4.71,5.55,3.52,0.0,0.0,0.0,0.29,6.8,1.22,0.45,0.91,0.0,0.0,0.97,0.16,12.509
KS_MEADE,2003,12.737074957066474,2.43,-72.94,7.38,8.09,11.09,18.65,-373.1,28.49,2.22,-709.24,3.93,4.74,2.35,0.0,0.0,0.07,0.13,5.81,2.94,0.0,3.87,0.0,0.0,3.71,0.32,13.047
KS_MEADE,2004,12.737074957066474,3.63,-58.18,11.59,11.03,18.17,18.79,-357.42,24.56,19.04,-744.16,2.2,1.7,2.15,0.1,0.0,0.82,1.85,5.73,0.9,1.04,0.28,0.0,0.41,1.34,0.24,12.912
KS_MEADE,2005,12.737074957066474,4.5,-26.12,10.31,8.79,5.54,17.86,-342.66,26.18,9.99,-687.91,3.49,3.26,3.02,0.0,0.0,0.0,0.97,5.0,2.03,0.6,1.59,0.0,0.23,2.36,0.32,13.854
KS_MEADE,2006,12.737074957066474,6.16,-145.27,5.61,10.57,15.25,20.66,-569.84,26.71,12.64,-936.04,2.69,2.87,2.24,0.32,0.0,0.52,0.0,9.17,1.42,0.0,1.33,0.0,0.0,2.79,0.24,12.509
KS_MEADE,2007,12.737074957066474,2.89,-51.21,6.4,11.85,29.27,17.53,-222.55,24.29,23.03,-446.33,1.75,2.02,1.9,0.17,0.16,2.05,2.02,2.02,1.21,2.75,0.09,0.0,1.3,0.42,0.35,14.459
KS_MEADE,2009,12.737074957066474,5.4,-129.92,1.28,9.87,10.49,17.39,-425.29,27.41,11.42,-770.9,2.82,4.87,2.48,0.0,0.0,0.12,0.28,6.22,1.92,0.0,2.57,0.0,0.32,4.61,0.27,15.131
KS_MIAMI,2000,14.387999534606934,6.26,-35.21,14.27,13.44,7.66,21.37,-227.78,26.14,15.78,-434.24,0.83,0.61,2.74,0.25,0.52,0.0,1.0,1.58,0.96,1.13,1.57,0.0,0.0,1.43,0.55,5.851
KS_MIAMI,2001,14.387999534606934,3.89,58.51,26.56,16.27,32.41,21.91,-17.62,28.21,22.16,-225.27,0.18,1.4,0.76,1.38,0.25,1.33,0.0,0.0,1.31,0.0,3.37,1.07,1.28,2.75,0.59,6.658
KS_MIAMI,2002,14.387999534606934,5.29,-37.77,16.11,14.58,36.16,21.46,-114.97,26.85,31.86,-293.58,0.88,1.01,0.41,1.01,1.2,1.48,0.08,0.15,0.0,1.53,1.6,0.25,1.39,0.99,0.54,4.708
KS_MIAMI,2003,14.387999534606934,3.85,-17.62,18.09,14.49,35.53,21.28,-91.57,27.77,7.22,-345.75,0.82,1.19,0.61,0.9,0.55,1.59,0.0,0.42,2.21,0.0,2.78,0.24,0.0,2.64,0.57,4.708
KS_MIAMI,2004,14.387999534606934,4.63,-1.76,18.04,13.88,38.37,21.14,-85.96,24.84,39.2,-280.6,0.65,1.07,1.72,0.36,0.37,3.08,1.83,0.0,0.96,0.62,0.65,0.61,3.41,0.97,0.63,9.213
KS_MIAMI,2005,14.387999534606934,5.59,24.87,16.55,14.27,15.85,21.59,-236.35,27.2,5.14,-537.68,0.71,0.26,1.65,0.65,0.33,0.0,0.0,3.1,2.51,0.29,2.01,0.0,0.0,2.45,0.57,7.263
KS_MIAMI,2006,14.387999534606934,7.37,-81.75,10.75,16.78,40.06,22.56,-299.43,28.03,12.12,-627.12,0.0,0.12,1.99,1.52,1.3,3.58,0.0,4.03,1.5,0.0,3.13,0.0,0.0,3.05,0.56,6.591
KS_MIAMI,2007,14.387999534606934,4.37,-26.82,14.2,12.08,22.18,21.46,-168.67,26.15,9.96,-322.76,2.2,2.36,0.8,0.77,0.74,0.0,0.0,0.49,1.81,1.13,0.59,0.11,0.0,0.0,0.57,8.205
KS_MIAMI,2008,14.387999534606934,3.34,21.13,26.27,11.91,42.46,20.99,-51.65,26.69,20.54,-281.64,1.73,1.42,0.81,0.2,0.0,2.73,0.0,0.02,0.49,0.2,1.31,0.55,0.22,1.44,0.57,6.927
KS_MIAMI,2010,14.387999534606934,3.6,-0.95,14.02,16.39,17.59,22.18,-131.18,26.95,51.07,-238.4,0.0,0.0,1.73,1.27,1.61,0.32,0.37,0.0,0.0,1.29,2.04,0.42,4.19,0.76,0.56,6.947
KS_MIAMI,2011,14.387999534606934,3.68,15.61,20.46,14.65,32.67,22.1,-153.13,29.59,13.55,-463.0,0.2,0.52,0.92,0.38,0.59,1.52,0.0,2.0,1.29,0.0,5.23,0.0,0.0,5.12,0.55,3.167
KS_MONTGOMERY,2000,14.990106157967595,7.93,-37.39,16.54,14.72,15.95,22.3,-176.27,27.08,15.75,-357.9,0.36,0.26,1.63,0.59,1.28,0.0,0.51,0.49,0.97,0.22,2.34,0.11,0.0,1.93,0.56,7.129
KS_MONTGOMERY,2001,14.990106157967595,6.02,35.52,21.28,17.91,18.66,23.17,-141.53,29.69,15.59,-411.47,0.0,0.78,1.46,2.23,0.52,0.19,0.0,1.33,1.87,0.0,5.37,0.0,0.88,4.08,0.53,6.456
KS_MONTGOMERY,2002,14.990106157967595,6.92,-50.18,16.39,16.09,39.21,22.46,-196.47,27.29,33.98,-379.51,0.52,0.46,0.0,1.6,2.29,1.48,0.0,1.02,0.0,1.05,2.13,0.0,1.69,1.31,0.52,6.12
KS_MONTGOMERY,2003,14.990106157967595,5.51,-36.39,15.8,15.78,24.75,22.69,-188.89,29.37,4.72,-491.89,0.53,0.82,0.56,1.42,1.13,0.11,0.0,1.93,2.58,0.0,4.94,0.0,0.0,3.43,0.56,6.456
KS_MONTGOMERY,2004,14.990106157967595,6.69,7.13,19.12,15.21,46.91,22.41,-101.37,26.09,23.54,-318.3,0.4,0.33,1.58,0.94,0.84,4.1,0.99,0.22,1.03,0.0,1.5,0.24,1.2,0.8,0.56,6.792
KS_MONTGOMERY,2005,14.990106157967595,7.36,45.42,20.53,15.21,14.85,22.52,-209.22,27.8,8.3,-491.75,0.31,0.15,1.78,0.84,0.87,0.0,0.0,2.64,2.05,0.0,2.81,0.0,0.0,2.82,0.54,6.591
KS_MONTGOMERY,2006,14.990106157967595,9.29,-115.25,9.84,18.33,42.28,23.71,-342.79,29.13,10.67,-690.98,0.0,0.0,2.0,2.49,2.1,3.89,0.0,4.78,1.71,0.0,4.6,0.0,0.0,3.41,0.52,5.582
KS_MONTGOMERY,2007,14.990106157967595,6.44,-36.35,15.03,13.38,24.13,21.89,-139.09,26.24,34.97,-206.32,1.52,1.4,1.44,0.9,0.85,0.9,0.0,0.0,0.07,1.9,0.7,1.28,1.91,0.0,0.52,6.591
KS_MONTGOMERY,2009,14.990106157967595,6.68,-60.52,17.97,14.29,29.71,22.7,-217.71,27.01,10.29,-535.85,1.14,1.0,0.98,1.1,1.03,1.19,0.0,2.46,1.76,0.0,1.75,0.0,0.0,3.42,0.5,6.12
KS_MONTGOMERY,2010,14.990106157967595,5.41,-3.55,15.55,17.14,10.79,23.31,-196.75,27.76,52.39,-317.35,0.0,0.0,2.32,1.75,2.23,0.0,0.04,0.71,0.0,0.97,2.79,0.0,4.38,1.16,0.56,6.873
KS_MONTGOMERY,2011,14.990106157967595,5.79,-6.27,18.03,16.61,28.3,23.87,-241.35,31.54,8.12,-587.16,0.0,0.1,1.59,1.41,1.38,1.61,0.0,3.91,2.08,0.0,7.87,0.0,0.0,6.07,0.5,2.139
KS_MORTON,2000,10.361379623413086,7.31,-137.9,13.17,14.38,10.63,17.49,-335.68,0.0,0.0,0.0,0.56,1.21,2.37,0.57,0.55,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,10.289
KS_MORTON,2001,10.361379623413086,5.26,-65.98,9.48,16.7,2.62,17.69,-282.28,0.0,0.0,0.0,0.0,0.31,3.41,1.47,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8.07
KS_MORTON,2002,10.361379623413086,6.08,-169.84,5.39,15.48,11.76,17.94,-486.21,0.0,0.0,0.0,0.42,1.16,2.19,1.13,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,9.617
KS_MORTON,2003,10.361379623413086,5.89,-136.12,5.78,15.14,10.36,18.31,-440.12,21.88,6.21,0.0,0.34,0.85,2.38,0.83,0.68,0.0,1.73,1.48,0.79,0.0,0.0,0.0,0.0,0.73,0.29,9.079
KS_MORTON,2004,10.361379623413086,6.46,-129.81,7.96,13.32,20.59,17.66,-372.9,0.0,0.0,0.0,0.83,1.61,1.22,0.17,0.16,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,10.491
KS_MORTON,2005,10.361379623413086,6.71,-94.97,8.42,13.98,6.12,17.03,-377.22,20.96,44.24,0.0,0.6,0.68,2.95,0.36,0.02,0.0,2.15,1.05,0.0,0.0,0.0,0.0,1.06,1.17,0.33,9.281
KS_MORTON,2006,10.361379623413086,7.81,-196.76,4.27,16.97,3.22,17.96,-520.45,0.0,0.0,0.0,0.0,0.55,3.33,1.64,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,9.684
KS_MORTON,2007,10.361379623413086,4.22,-73.29,14.33,11.3,24.15,16.78,-238.94,19.94,20.41,0.0,2.2,1.74,1.44,0.27,0.0,0.91,2.6,0.5,0.1,1.76,0.0,0.0,0.0,0.0,0.33,7.33
KS_MORTON,2008,10.361379623413086,5.3,-137.19,6.11,12.9,10.6,17.27,-442.04,23.02,5.03,0.0,1.24,0.83,2.35,0.32,0.05,0.0,1.22,1.59,0.84,0.73,0.0,0.0,0.0,0.0,0.17,11.164
KS_MORTON,2010,10.361379623413086,4.52,-79.14,9.74,14.22,10.34,17.02,-323.68,23.17,13.81,0.0,0.2,0.47,2.38,0.11,0.32,0.0,1.15,0.95,0.42,0.5,0.0,0.0,0.0,0.0,0.25,9.435
KS_MORTON,2011,10.361379623413086,5.7,-153.86,2.5,14.78,9.0,15.72,-489.7,0.0,0.0,0.0,0.16,0.44,2.56,0.42,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,8.568
KS_NEMAHA,2000,14.387999534606934,4.55,-46.44,11.37,12.34,9.98,21.07,-309.46,25.82,12.5,-638.28,1.37,1.32,2.43,0.1,0.25,0.0,0.97,3.82,1.5,1.13,1.11,0.0,0.06,1.27,0.5,7.532
KS_NEMAHA,2005,14.387999534606934,3.88,-6.2,13.99,13.3,17.59,21.27,-260.28,26.96,12.65,-540.45,1.0,1.45,1.41,0.34,0.0,0.0,0.0,3.48,1.42,0.0,1.67,0.0,0.0,2.19,0.49,7.801
KS_NEMAHA,2006,14.387999534606934,5.33,-73.14,9.83,15.2,30.66,22.31,-339.73,28.55,8.52,-746.5,0.39,0.51,1.97,0.92,1.04,2.3,0.0,5.25,2.02,0.0,3.82,0.0,0.0,3.84,0.48,6.322
KS_NEMAHA,2007,14.387999534606934,2.26,-19.71,13.7,10.89,28.13,21.49,-169.46,27.04,12.06,-460.18,2.66,3.01,1.09,0.48,0.49,1.08,0.0,2.0,1.62,0.65,1.78,0.0,0.12,0.83,0.48,8.003
KS_NEMAHA,2010,14.387999534606934,1.31,9.31,14.23,14.75,23.65,21.47,-94.79,27.71,23.4,-285.63,0.14,0.17,1.85,0.38,0.6,1.25,0.0,0.12,0.41,0.04,2.7,0.37,0.56,1.32,0.53,7.034
KS_NEMAHA,2011,14.387999534606934,1.58,-25.99,12.01,12.71,27.2,21.86,-295.1,29.04,11.21,-669.98,1.1,0.83,1.12,0.07,0.04,1.0,0.0,4.45,1.63,0.0,4.49,0.0,0.0,4.64,0.52,8.911
KS_NEOSHO,2000,14.994000434875488,7.44,-35.11,15.93,14.3,12.87,21.93,-183.63,26.61,17.06,-428.59,0.46,0.35,2.04,0.42,1.07,0.0,0.76,0.55,0.88,0.56,1.96,0.04,0.1,1.7,0.55,7.196
KS_NEOSHO,2001,14.994000434875488,5.44,44.81,23.33,17.38,24.04,22.74,-104.71,29.14,18.87,-408.92,0.0,1.01,1.22,1.89,0.47,0.67,0.0,0.69,1.69,0.0,4.61,0.0,1.18,3.76,0.53,6.994
KS_NEOSHO,2003,14.994000434875488,5.08,-29.98,16.2,15.38,28.62,22.22,-152.37,28.74,6.94,-473.36,0.63,0.9,0.53,1.27,0.97,0.6,0.0,1.21,2.25,0.0,4.08,0.0,0.0,3.1,0.57,6.523
KS_NEOSHO,2005,14.994000434875488,6.79,51.86,20.94,14.77,16.54,22.11,-189.58,27.51,6.48,-486.71,0.45,0.14,1.56,0.71,0.72,0.01,0.0,2.35,2.32,0.0,2.42,0.0,0.0,2.52,0.56,6.792
KS_NEOSHO,2006,14.994000434875488,8.66,-100.12,10.36,17.74,42.8,23.18,-309.42,28.5,13.62,-710.16,0.0,0.0,1.99,2.12,1.85,3.95,0.0,4.16,1.28,0.02,3.76,0.0,0.0,3.09,0.5,5.044
KS_NEOSHO,2007,14.994000434875488,5.84,-29.75,15.31,12.89,23.97,21.66,-139.01,26.14,27.92,-286.05,1.76,1.51,1.38,0.83,0.81,0.82,0.0,0.0,0.39,1.69,0.57,0.97,1.2,0.0,0.54,7.868
KS_NEOSHO,2010,14.994000434875488,4.96,-3.75,14.82,16.85,11.22,22.92,-180.39,27.4,53.22,-330.57,0.0,0.0,2.26,1.56,2.12,0.0,0.15,0.39,0.0,0.95,2.42,0.0,4.5,1.08,0.55,7.189
KS_NEOSHO,2011,14.994000434875488,5.13,13.3,20.91,15.96,28.78,23.17,-176.67,30.69,10.45,-547.6,0.0,0.26,1.17,1.01,1.29,1.26,0.0,2.69,1.74,0.0,6.72,0.0,0.0,5.51,0.52,1.675
KS_NORTON,2000,13.549054219700771,3.8,-56.28,13.61,11.44,16.29,20.08,-313.81,26.23,8.67,-565.5,1.83,2.21,1.74,0.0,0.0,0.16,0.98,2.62,1.33,0.22,1.45,0.0,0.0,1.27,0.26,3.766
KS_NORTON,2001,13.549054219700771,1.95,-20.21,13.79,13.31,21.15,19.77,-163.79,27.54,3.77,-403.82,1.11,2.16,1.46,0.45,0.0,0.53,0.0,1.71,2.71,0.17,2.46,0.0,0.0,3.6,0.36,5.447
KS_NORTON,2002,13.549054219700771,2.41,-93.81,5.97,12.51,11.05,20.38,-406.33,27.77,2.49,-678.87,1.55,2.01,2.29,0.39,0.14,0.0,0.0,5.55,2.9,0.0,2.78,0.0,0.0,2.5,0.19,5.784
KS_NORTON,2003,13.549054219700771,2.67,-66.01,9.61,12.15,22.67,19.78,-277.32,28.38,1.77,-489.92,1.44,1.57,0.94,0.05,0.21,0.21,0.0,1.92,2.0,0.0,2.4,0.0,0.0,2.29,0.39,4.64
KS_NORTON,2004,13.549054219700771,3.27,-60.25,8.66,12.31,14.57,19.26,-358.31,23.56,19.99,-560.21,1.29,1.6,1.81,0.0,0.12,0.0,3.59,3.87,0.91,3.05,0.67,0.0,0.56,0.46,0.24,4.371
KS_NORTON,2005,13.549054219700771,3.4,-33.29,14.2,11.47,17.0,19.36,-265.28,27.23,7.86,-514.47,1.82,1.26,1.85,0.0,0.0,0.36,0.0,3.3,2.12,0.0,2.04,0.0,0.0,3.17,0.38,6.322
KS_NORTON,2006,13.549054219700771,4.92,-111.33,6.83,14.44,9.78,20.64,-456.92,24.42,18.21,-677.14,0.57,1.41,2.45,0.62,0.46,0.0,1.17,3.83,0.4,0.0,0.0,0.0,0.0,0.39,0.32,4.371
KS_NORTON,2007,13.549054219700771,1.75,-34.99,13.34,9.74,34.25,19.33,-148.5,25.74,4.39,-351.88,2.97,3.12,1.17,0.07,0.02,1.99,0.59,1.06,2.62,0.95,0.62,0.0,0.0,1.62,0.37,5.447
KS_NORTON,2009,13.549054219700771,2.92,-107.24,7.38,10.78,26.25,19.56,-364.55,24.46,11.48,-591.92,2.35,2.03,0.98,0.11,0.0,0.73,1.71,4.49,1.6,0.0,0.0,0.0,0.01,1.1,0.38,7.398
KS_NORTON,2010,13.549054219700771,1.82,-37.83,11.19,12.34,31.17,19.85,-171.6,26.06,15.84,-343.29,1.27,0.87,0.89,0.0,0.0,1.3,0.82,0.61,0.91,1.24,1.13,0.0,0.27,1.46,0.38,5.972
KS_NORTON,2011,13.549054219700771,1.95,-77.64,8.08,11.22,17.98,19.25,-368.57,27.66,3.67,-654.73,1.97,1.71,1.61,0.0,0.0,0.25,0.14,5.21,2.73,0.0,2.76,0.0,0.0,4.77,0.29,6.382
KS_OSAGE,2000,14.387999534606934,4.28,-24.71,15.56,8.76,20.34,19.42,-196.69,26.23,14.27,-418.05,3.51,2.2,1.64,0.0,0.0,0.6,0.88,1.71,1.18,0.83,1.57,0.0,0.0,1.25,0.46,5.044
KS_OSAGE,2001,14.387999534606934,0.88,46.2,22.02,9.14,34.29,19.83,1.74,28.39,20.49,-228.83,3.66,3.98,0.98,0.38,0.0,1.8,0.0,0.0,1.46,0.0,3.61,1.14,1.19,2.46,0.48,5.649
KS_OSAGE,2002,14.387999534606934,2.39,-32.52,8.97,5.08,7.77,18.18,-143.06,27.14,24.54,-357.59,5.83,6.88,2.72,0.0,0.0,0.0,0.0,0.66,0.34,1.03,1.91,0.0,0.66,1.21,0.41,4.102
KS_OSAGE,2003,14.387999534606934,0.03,-19.54,14.28,6.26,20.68,18.49,-107.51,28.04,6.35,-396.48,5.08,5.39,2.14,0.0,0.0,1.15,0.0,0.87,2.34,0.0,3.14,0.05,0.0,2.77,0.45,4.708
KS_OSAGE,2004,14.387999534606934,0.96,5.93,18.62,8.42,45.09,18.28,-30.8,24.88,37.7,-252.09,3.73,2.75,0.64,0.0,0.0,2.91,1.84,0.0,1.02,0.5,0.72,1.01,3.26,0.67,0.49,8.272
KS_OSAGE,2005,14.387999534606934,2.23,30.1,14.14,6.91,10.07,18.56,-179.09,26.9,11.4,-508.81,4.68,3.23,2.42,0.0,0.0,0.0,0.12,2.67,1.6,0.32,1.71,0.0,0.0,2.03,0.43,6.591
